cutoff_mode,dataset,replicate,track_id,first_cutoff,last_cutoff,observations,eligible_cutoffs,persistence,tail_count,tail_tau_mean,tail_tau_median,tail_tau_std,tail_tau_min,tail_tau_max,tail_drift,tail_slope,median_prominence,prominence_std,prominence_cv,stable
hard,real,0,24,47,151,4,3,0.6666666666666666,2,9.463845943677876,9.463845943677876,0.17106544608505736,9.292780497592819,9.634911389762934,0.3421308921701147,0.8507347093000851,0.7187818055523156,0.16372409472339383,0.22777996529501382,False
hard,real,0,25,47,211,4,3,0.6666666666666666,2,26.54938430081668,26.54938430081668,0.07077757358620929,26.47860672723047,26.62016187440289,0.14155514717241857,0.19213780316932677,0.5398537016096,0.037170529691624155,0.06885296809264883,False
hard,real,0,26,71,71,1,3,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False
hard,real,0,27,101,211,3,3,1.0,3,5.933538429368382,5.90964184879654,0.3309957298555619,5.540629985917967,6.350343453390638,0.8097134674726716,1.0989457011194947,1.4880991498137754,0.4267564088706831,0.3218589197450085,False
hard,real,0,28,151,151,1,3,0.3333333333333333,1,8.38260072508455,8.38260072508455,0.0,8.38260072508455,8.38260072508455,0.0,nan,1.0073188309553547,0.0,0.0,False
hard,real,0,29,151,211,2,3,0.6666666666666666,2,11.21120028623319,11.21120028623319,0.24282252112411928,10.96837776510907,11.454022807357308,0.48564504224823857,1.4515138820857105,0.7950598208526134,0.36639822040871506,0.4608435878646133,False
hard,real,0,30,151,151,1,3,0.3333333333333333,1,15.684954684055558,15.684954684055558,0.0,15.684954684055558,15.684954684055558,0.0,nan,0.2011427387714908,0.0,0.0,False
hard,real,0,31,151,211,2,3,0.6666666666666666,2,18.44354935374146,18.44354935374146,0.06681973364418958,18.376729620097272,18.51036908738565,0.13363946728837917,0.39942658750435284,0.5117600837505023,0.04878419118773536,0.09532629201991269,False
hard,real,0,32,151,211,2,3,0.6666666666666666,2,19.674501234343538,19.674501234343538,0.009509864788801892,19.664991369554738,19.68401109913234,0.019019729577603783,0.05684687192030419,0.6018948733195183,0.02514621325249322,0.041778414083856553,False
hard,real,0,33,151,211,2,3,0.6666666666666666,2,27.59473532586199,27.59473532586199,0.10883000874631499,27.485905317115677,27.703565334608307,0.21766001749262998,0.6505503186092146,0.4159987713602822,0.11294377403260336,0.2715002586745302,False
hard,real,0,34,211,211,1,3,0.3333333333333333,1,9.08832248244397,9.08832248244397,0.0,9.08832248244397,9.08832248244397,0.0,nan,1.229572912937502,0.0,0.0,False
hard,real,0,35,211,211,1,3,0.3333333333333333,1,29.052394101997685,29.052394101997685,0.0,29.052394101997685,29.052394101997685,0.0,nan,0.3811171646213847,0.0,0.0,False
hard,real,0,36,211,211,1,3,0.3333333333333333,1,31.513188453738593,31.513188453738593,0.0,31.513188453738593,31.513188453738593,0.0,nan,0.11713709805474792,0.0,0.0,False
taper,real,0,1,5,5,1,3,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False
taper,real,0,2,5,211,10,3,1.0,3,7.022185899637528,7.009533665265822,0.021542419427004748,7.004510881929256,7.052513151717508,0.048002269788252505,0.06340203566691666,0.3502778930454816,0.09370927593087418,0.31551913385338665,True
taper,real,0,3,5,211,10,3,1.0,3,14.130375201934276,14.12782771929924,0.01513496837059575,14.11324422509213,14.150053661411452,0.036809436319321875,0.0495067086634127,6.669808278244366,0.12271880974824552,0.018520946711527528,True
taper,real,0,4,5,211,10,3,1.0,3,21.04195230810586,21.040899117644823,0.013431238515058182,21.02605436850393,21.05890343816882,0.032849069664887764,0.044593258809414615,5.511976334827294,0.6116044976423769,0.1191634976877428,True
taper,real,0,5,5,211,10,3,1.0,3,25.000058249197025,25.000957377020445,0.0023290627015454383,24.996864513922326,25.002352856648308,0.00548834272598242,0.007317049546640478,4.511168399755319,0.4152287925672089,0.0870949581479442,True
taper,real,0,6,5,7,2,3,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False
taper,real,0,7,7,7,1,3,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False
taper,real,0,8,7,71,6,3,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False
taper,real,0,9,11,211,8,3,1.0,3,0.9998398624083761,0.987274280231355,0.080385716882839,0.9082739190821469,1.1039713879116269,0.19569746882947991,0.266444287433432,4.441607392986918,0.43482045533626745,0.09747282102253084,False
