dataset,replicate,prime_cutoff,zero_index,gamma,in_window,phase_at_gamma,phase_slope_at_gamma,abs_rotation_window_percentile,nearest_stationary_phase_offset,nearest_rotation_max_grid_offset
shuffled_rates,0,29,11,52.970321477714464,True,0.2991884978955238,-3.4218007320546806,0.7614128623792069,-0.5157059994695885,-0.11032147771446432
shuffled_rates,0,29,12,56.44624769706339,True,1.4949807425811636,-3.1338501077092196,0.728757080973009,-0.1934673753124585,0.37375230293660877
shuffled_rates,0,29,13,59.34704400260235,True,-0.8916346363836734,-3.34285358054624,0.7510829723425525,0.21157358710106422,-0.18704400260234877
shuffled_rates,0,29,14,60.83177852460981,False,-0.42127755797641925,-4.035611843836535,,,
shuffled_rates,0,29,15,65.1125440480816,False,-0.8733064079412466,-2.206513584571838,,,
shuffled_rates,0,29,16,67.07981052949417,False,-0.28763106635274166,0.44962218845140167,,,
shuffled_rates,0,29,17,69.54640171117398,False,-0.25598281206800777,-4.6725466950985,,,
shuffled_rates,0,29,18,72.0671576744819,False,-0.71956216739907,-0.41060865228628707,,,
shuffled_rates,0,29,19,75.70469069908393,False,-0.5116314583087733,-2.081088828673009,,,
shuffled_rates,0,29,20,77.1448400688748,False,0.042981999790389386,-3.4102978412276177,,,
