dataset,replicate,prime_cutoff,zero_index,gamma,in_window,L_at_gamma,slope_at_gamma,curvature_at_gamma,phase_at_gamma,phase_slope_at_gamma,peak_bracketed,nearest_peak_tau,nearest_peak_value,nearest_peak_prominence,nearest_peak_width,nearest_peak_id,nearest_peak_track_id,peak_offset,min_bracketed,nearest_min_tau,nearest_min_value,nearest_min_prominence,nearest_min_width,nearest_min_id,nearest_min_track_id,min_offset,peak_track_switched,min_track_switched,peak_common_cohort,min_common_cohort
real,0,101,7,40.9187190121475,True,3.0745361123541435,-0.7139324421347553,-12.277044224742575,0.13123757931351332,-2.819867479172993,True,40.86488395326776,3.0942094097220028,4.445344810615735,1.2816579186806485,peak_24,54,-0.05383505887974138,True,39.80213009709943,-1.3513347479269342,4.445344810615735,2.2622251142111054,min_23,81,-1.1165889150480695,False,True,True,True
real,0,101,8,43.327073280915,True,2.866939281886622,-0.11019869002345017,-15.22984786014936,-0.6008187254303268,-3.2456577452859796,True,43.31983820526309,2.867337943694052,3.7200607452523746,1.0262858271238202,peak_25,23,-0.007235075651912837,True,42.06966042050787,-0.8534820812346295,3.7200607452523746,1.1910565050411241,min_24,55,-1.257412860407129,False,False,True,True
real,0,101,9,48.00515088116716,True,3.4972520299185117,1.5900172799874714,-25.460358599545934,0.9216357659571928,-4.071173962989589,True,48.06758420787226,3.5468072610227392,3.626906259228252,0.8502466136173916,peak_26,59,0.06243332670509716,True,48.928719390674715,-0.08203074109304268,3.626906259228252,0.782359199027369,min_26,60,0.9235685095075539,False,False,True,True
real,0,101,10,49.7738324776723,True,3.8895971308821924,-1.1669697261430507,-26.103039433346847,-0.5160640145026028,-4.378211123422359,True,49.72968293649416,3.9154564313218567,6.196995905515296,1.1141368609972961,peak_27,61,-0.04414954117814318,True,48.928719390674715,-0.08203074109304268,3.626906259228252,0.782359199027369,min_26,60,-0.8451130869975856,False,False,True,True
real,0,101,11,52.970321477714464,True,2.416342194834164,-2.117180369026399,-19.342345062647166,-0.4067377969861258,-3.4511533511033647,True,52.87845185417341,2.51840653245096,4.175445104082418,0.9945973228357252,peak_29,27,-0.09186962354105077,True,51.91117072425208,-1.6573285840965029,4.175445104082418,2.1257704570643363,min_28,26,-1.059150753462383,False,False,True,True
real,0,101,12,56.44624769706339,True,2.638526450786113,0.389178074028268,-25.630616063765423,0.3665445710973176,-3.9359449386905085,True,56.46140950730101,2.6414778838569912,4.196823873440239,0.9424488178005959,peak_31,62,0.015161810237621864,True,57.50140264296525,-1.5553880047698434,4.196823873440239,1.87261393957524,min_31,63,1.0551549459018617,False,False,True,True
real,0,101,13,59.34704400260235,True,4.0439537309471,0.6629035536633999,-33.746272537934836,0.4191709455702591,-4.792606315876156,True,59.36663128744324,4.050450755708212,3.283625737455158,0.6882662796382829,peak_33,64,0.01958728484088823,False,58.427318497095655,-1.0707082858570485,0.40251837973021076,0.3294608727216655,min_32,88,-0.9197255055066975,False,True,False,False
real,0,101,14,60.83177852460981,False,3.661447833440744,-1.3181411814644575,-32.54139620856431,-0.9940627929801668,-4.677634106082154,False,,,,,,,,False,,,,,,,,False,False,False,False
real,0,101,15,65.1125440480816,False,2.8090142080797365,0.6038254994469702,-23.900701921589583,0.7714274627629644,-3.927162001735354,False,,,,,,,,False,,,,,,,,False,False,False,False
real,0,101,16,67.07981052949417,False,2.785728682793939,-1.5911639514133937,-12.395640398956992,-0.19216137586373255,-2.7027882296661256,False,,,,,,,,False,,,,,,,,False,False,False,False
real,0,101,17,69.54640171117398,False,2.3147338273148312,-0.09892598134769737,-9.141602829852303,-0.27936664731638666,-2.488392896056503,False,,,,,,,,False,,,,,,,,False,False,False,False
real,0,101,18,72.0671576744819,False,1.6919447591440548,0.2386725527948631,-13.544415550872737,-0.30870694595304266,-2.594250612462891,False,,,,,,,,False,,,,,,,,False,False,False,False
real,0,101,19,75.70469069908393,False,2.971804842925822,-0.007883742431988472,-22.407786467828974,0.8462374094653644,-3.3569379547629894,False,,,,,,,,False,,,,,,,,False,False,False,False
real,0,101,20,77.1448400688748,False,3.4442255913082036,2.2009405995248796,-25.2122424598054,-0.07881811305442399,-3.5759922829295747,False,,,,,,,,False,,,,,,,,False,False,False,False
