zero_index,gamma,p_ext,P_int,E,standard_mass_equivalent,equivalence_error,standard_KG_E
2,21.022039638771556,7.199999999999996,21.022039638771556,22.220849456627047,21.022039638771556,0.0,22.220849456627047
2,21.022039638771556,7.799999999999997,21.022039638771556,22.422447470650535,21.022039638771556,0.0,22.422447470650535
2,21.022039638771556,8.399999999999999,21.022039638771556,22.63815696062916,21.022039638771556,0.0,22.63815696062916
2,21.022039638771556,9.0,21.022039638771556,22.867578590093064,21.022039638771556,0.0,22.867578590093064
2,21.022039638771556,9.600000000000001,21.022039638771556,23.110303991381908,21.022039638771556,0.0,23.110303991381908
2,21.022039638771556,10.199999999999996,21.022039638771556,23.365918569020188,21.022039638771556,0.0,23.365918569020188
2,21.022039638771556,10.799999999999997,21.022039638771556,23.63400411640149,21.022039638771556,0.0,23.63400411640149
2,21.022039638771556,11.399999999999999,21.022039638771556,23.91414122593748,21.022039638771556,0.0,23.91414122593748
2,21.022039638771556,12.0,21.022039638771556,24.20591147992743,21.022039638771556,0.0,24.20591147992743
2,21.022039638771556,12.600000000000001,21.022039638771556,24.508899415805733,21.022039638771556,0.0,24.508899415805733
2,21.022039638771556,13.199999999999996,21.022039638771556,24.82269426500843,21.022039638771556,0.0,24.82269426500843
2,21.022039638771556,13.799999999999997,21.022039638771556,25.146891469405965,21.022039638771556,0.0,25.146891469405965
2,21.022039638771556,14.399999999999999,21.022039638771556,25.481093983070714,21.022039638771556,0.0,25.481093983070714
2,21.022039638771556,15.0,21.022039638771556,25.824913370117674,21.022039638771556,0.0,25.824913370117674
2,21.022039638771556,15.600000000000001,21.022039638771556,26.17797071153688,21.022039638771556,0.0,26.17797071153688
2,21.022039638771556,16.199999999999996,21.022039638771556,26.539897335409616,21.022039638771556,0.0,26.539897335409616
2,21.022039638771556,16.799999999999997,21.022039638771556,26.910335385759918,21.022039638771556,0.0,26.910335385759918
2,21.022039638771556,17.4,21.022039638771556,27.288938245635034,21.022039638771556,0.0,27.288938245635034
2,21.022039638771556,18.0,21.022039638771556,27.67537082992896,21.022039638771556,0.0,27.67537082992896
2,21.022039638771556,18.6,21.022039638771556,28.06930976305051,21.022039638771556,0.0,28.06930976305051
2,21.022039638771556,19.199999999999996,21.022039638771556,28.47044345587336,21.022039638771556,0.0,28.47044345587336
2,21.022039638771556,19.799999999999997,21.022039638771556,28.878472095560777,21.022039638771556,0.0,28.878472095560777
2,21.022039638771556,20.4,21.022039638771556,29.29310756089361,21.022039638771556,0.0,29.29310756089361
2,21.022039638771556,21.0,21.022039638771556,29.714073274697338,21.022039638771556,0.0,29.714073274697338
2,21.022039638771556,21.6,21.022039638771556,30.141104003902754,21.022039638771556,0.0,30.141104003902754
2,21.022039638771556,22.199999999999996,21.022039638771556,30.57394561671886,21.022039638771556,0.0,30.57394561671886
2,21.022039638771556,22.799999999999997,21.022039638771556,31.01235480536882,21.022039638771556,0.0,31.01235480536882
2,21.022039638771556,23.4,21.022039638771556,31.45609878185918,21.022039638771556,0.0,31.45609878185918
2,21.022039638771556,24.0,21.022039638771556,31.904954953331035,21.022039638771556,0.0,31.904954953331035
2,21.022039638771556,24.6,21.022039638771556,32.35871058268674,21.022039638771556,0.0,32.35871058268674
2,21.022039638771556,25.199999999999996,21.022039638771556,32.81716243940177,21.022039638771556,0.0,32.81716243940177
